10,3866919971805.000000
30,3866952618583.000000
40,3866961738521.000000
50,3866962232517.000000
30,3866986093355.000000
40,3866995202293.000000
30,3867384533642.000000
40,3867393575581.000000
50,3867396289562.000000
30,3867418049414.000000
40,3867427075353.000000
30,3867842743523.000000
40,3867851760462.000000
50,3867854626442.000000
30,3867876260295.000000
40,3867885240234.000000
30,3868358896010.000000
40,3868367811949.000000
50,3868370762929.000000
30,3868392379782.000000
40,3868401299721.000000
30,3868658174973.000000
40,3868667024912.000000
30,3868711308611.000000
40,3868720099551.000000
30,3868775441175.000000
40,3868784228115.000000
30,3868838556745.000000
40,3868847293686.000000
30,3868897881341.000000
40,3868906662281.000000
30,3868967258869.000000
40,3868976052809.000000
30,3869019782512.000000
40,3869028637451.000000
30,3869074570139.000000
40,3869083518078.000000
30,3869141440684.000000
40,3869150365623.000000
30,3869203219263.000000
40,3869212133202.000000
30,3869264886843.000000
40,3869273744783.000000
30,3869326923421.000000
40,3869335763361.000000
30,3869394955958.000000
40,3869403686899.000000
30,3869456813537.000000
40,3869465509478.000000
30,3869518490117.000000
40,3869527255058.000000
30,3869589639633.000000
40,3869598378574.000000
30,3869648574232.000000
40,3869657241173.000000
30,3869720160745.000000
40,3869728729687.000000
30,3869784125310.000000
40,3869792842250.000000
30,3869844032902.000000
40,3869852723843.000000
30,3869904057493.000000
40,3869912743434.000000
30,3869974288015.000000
40,3869983043956.000000
30,3870028565646.000000
40,3870037419586.000000
30,3870103845134.000000
40,3870112804073.000000
30,3870144058860.000000
40,3870153106798.000000
30,3870209125417.000000
40,3870218137356.000000
30,3870273633978.000000
40,3870282633917.000000
30,3870340554523.000000
40,3870349507462.000000
30,3870402568101.000000
40,3870411634039.000000
30,3870464508679.000000
40,3870473528618.000000
30,3870528749242.000000
40,3870537885180.000000
30,3870595915785.000000
40,3870605021723.000000
30,3870657936363.000000
40,3870667014301.000000
30,3870726125899.000000
40,3870735265837.000000
30,3870778998539.000000
40,3870788104477.000000
30,3870848611066.000000
40,3870857681004.000000
30,3870908057661.000000
40,3870917136599.000000
30,3870978034185.000000
40,3870986886125.000000
30,3871038027777.000000
40,3871046973716.000000
30,3871083236469.000000
40,3871092095409.000000
30,3871147934029.000000
40,3871156726969.000000
30,3871212256591.000000
40,3871221112531.000000
30,3871276296155.000000
40,3871285188095.000000
30,3871340720717.000000
40,3871349501657.000000
30,3871407939260.000000
40,3871416879199.000000
30,3871469156843.000000
40,3871478041783.000000
30,3871536239387.000000
40,3871545041327.000000
30,3871597645969.000000
40,3871606325910.000000
30,3871659202550.000000
40,3871667911491.000000
30,3871726885089.000000
40,3871735676030.000000
30,3871788576670.000000
40,3871797370610.000000
30,3871838438330.000000
40,3871847253270.000000
30,3871914533813.000000
40,3871923333753.000000
30,3871968404446.000000
40,3871977383385.000000
30,3872047653907.000000
40,3872056638846.000000
30,3872084356657.000000
40,3872093255597.000000
30,3872149326215.000000
40,3872158141155.000000
30,3872213566778.000000
40,3872222287719.000000
30,3872279928327.000000
